2020-04-22 20:04:626 INFO       HomePage :39 - Mouse Hovering on Bank Menu[[ChromeDriver: chrome on WINDOWS (eb6445e86d45a36b4a3aaa33eac5951f)] -> link text: Bank]
2020-04-22 20:04:839 INFO       HomePage :44 - Mouse Hover to switching bank account to Barclays and clickingProxy element for: DefaultElementLocator 'By.linkText: Switching bank account to Barclays'
2020-04-22 20:04:116 INFO       HomePage :49 - Clicking on new to us button[[ChromeDriver: chrome on WINDOWS (eb6445e86d45a36b4a3aaa33eac5951f)] -> xpath: //a[@class='btn btn-secondary']]
2020-04-22 20:04:215 INFO       HomePage :54 - Clicking on branch finder buttonProxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Branch finder')]'
2020-04-22 20:04:422 INFO       HomePage :59 - Entering location Hatfield in location field[[ChromeDriver: chrome on WINDOWS (eb6445e86d45a36b4a3aaa33eac5951f)] -> xpath: //input[@id='location']]
2020-04-22 20:04:575 INFO       HomePage :64 - Clicking on search button[[ChromeDriver: chrome on WINDOWS (eb6445e86d45a36b4a3aaa33eac5951f)] -> xpath: //input[@class='btn btn-primary']]
2020-04-22 20:04:880 INFO       HomePage :39 - Mouse Hovering on Bank Menu[[ChromeDriver: chrome on WINDOWS (5e5c1624b96199a355f0d407bcef1fa6)] -> link text: Bank]
2020-04-22 20:04:739 INFO       HomePage :44 - Mouse Hover to switching bank account to Barclays and clickingProxy element for: DefaultElementLocator 'By.linkText: Switching bank account to Barclays'
2020-04-22 20:04:38 INFO       HomePage :49 - Clicking on new to us button[[ChromeDriver: chrome on WINDOWS (5e5c1624b96199a355f0d407bcef1fa6)] -> xpath: //a[@class='btn btn-secondary']]
2020-04-22 20:04:323 INFO       HomePage :54 - Clicking on branch finder buttonProxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Branch finder')]'
2020-04-22 20:04:511 INFO       HomePage :59 - Entering location Hatfield in location field[[ChromeDriver: chrome on WINDOWS (5e5c1624b96199a355f0d407bcef1fa6)] -> xpath: //input[@id='location']]
2020-04-22 20:04:653 INFO       HomePage :64 - Clicking on search button[[ChromeDriver: chrome on WINDOWS (5e5c1624b96199a355f0d407bcef1fa6)] -> xpath: //input[@class='btn btn-primary']]
2020-04-22 22:04:366 INFO       HomePage :39 - Mouse Hovering on Bank Menu[[ChromeDriver: chrome on WINDOWS (3983dcce50b692defbea104f823c9dd9)] -> link text: Bank]
2020-04-22 22:04:594 INFO       HomePage :44 - Mouse Hover to switching bank account to Barclays and clickingProxy element for: DefaultElementLocator 'By.linkText: Switching bank account to Barclays'
2020-04-22 22:04:78 INFO       HomePage :49 - Clicking on new to us button[[ChromeDriver: chrome on WINDOWS (3983dcce50b692defbea104f823c9dd9)] -> xpath: //a[@class='btn btn-secondary']]
2020-04-22 22:04:772 INFO       HomePage :54 - Clicking on branch finder buttonProxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Branch finder')]'
2020-04-22 22:04:132 INFO       HomePage :59 - Entering location Hatfield in location field[[ChromeDriver: chrome on WINDOWS (3983dcce50b692defbea104f823c9dd9)] -> xpath: //input[@id='location']]
2020-04-22 22:04:458 INFO       HomePage :64 - Clicking on search button[[ChromeDriver: chrome on WINDOWS (3983dcce50b692defbea104f823c9dd9)] -> xpath: //input[@class='btn btn-primary']]
